"Transcript_id","MEROPS_id","NR_besthit","NR_taxonomy","Phylum","Class","func_group"
"H3_Bulk_40_scaffold_19442_2","MER0334064_S26A","OLB74539.1 signal peptidase I ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H3_Bulk_40_scaffold_19612_1","MER0062937_S08A","ACX43954.1 cysteine protease 1 ","Brachiaria hybrid cultivar","Streptophyta","Magnoliopsida","S"
"H3_Bulk_40_scaffold_19788_2","MER0497693_M16B","OJU56820.1 peptidase M16 ","Alphaproteobacteria bacterium 62-8","Proteobacteria","Alphaproteobacteria","M"
"H3_Bulk_40_scaffold_19909_1","MER0081641_M36","WP_113568614.1 peptidase ","Rhizobiales bacterium","Proteobacteria","Alphaproteobacteria","M"
"H3_Bulk_40_scaffold_20073_2","MER0281798_S01C","WP_081854812.1 trypsin-like serine protease ","Solirubrobacterales bacterium URHD0059","Actinobacteria","Thermoleophilia","S"
"H3_Bulk_40_scaffold_20281_1","MER0220251_S01E","WP_003061625.1 peptidase ","Amycolatopsis vancoresmycina","Actinobacteria","Actinobacteria","S"
"H3_Bulk_40_scaffold_20287_1","MER0428736_C01A","RJP62276.1 cysteine protease ","Candidatus Aureabacteria bacterium SURF_26","Candidatus Aureabacteria","","C"
"H3_Bulk_40_scaffold_2031_2","MER1015132_S14","WP_037015916.1 ATP-dependent Clp protease proteolytic subunit ","Rhizobiales bacterium YIM 77505","Proteobacteria","Alphaproteobacteria","S"
"H3_Bulk_40_scaffold_21016_1","MER0219619_M48X","WP_078034132.1 peptidase M48 ","Massilia sp. KIM","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_21234_1","MER0738217_C82A","RLT55224.1 murein L,D-transpeptidase ","Chloroflexi bacterium","Chloroflexi","","C"
"H3_Bulk_40_scaffold_21413_2","MER0324694_S08A","PYM65255.1 serine protease ","Candidatus Rokubacteria bacterium","Candidatus Rokubacteria","","S"
"H3_Bulk_40_scaffold_21815_1","MER0956674_S01A","AUZ88420.1 serine protease, partial ","Arthrobacter agilis","Actinobacteria","Actinobacteria","S"
"H3_Bulk_40_scaffold_22219_2","MER0178978_M04","WP_091256253.1 M4 family peptidase ","Arthrobacter sp. ok909","Actinobacteria","Actinobacteria","M"
"H3_Bulk_40_scaffold_22709_1","MER0062937_S08A","ACX43954.1 cysteine protease 1 ","Brachiaria hybrid cultivar","Streptophyta","Magnoliopsida","S"
"H3_Bulk_40_scaffold_22721_1","MER0742422_C82A","WP_052830762.1 L,D-transpeptidase ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","C"
"H3_Bulk_40_scaffold_22777_1","MER0130179_M08","PYV82474.1 peptidase ","Acidobacteria bacterium","Acidobacteria","","M"
"H3_Bulk_40_scaffold_22836_1","MER0296331_M48B","OLD97949.1 zinc metalloprotease HtpX ","Actinobacteria bacterium 13_1_20CM_4_69_9","Actinobacteria","","M"
"H3_Bulk_40_scaffold_23027_1","MER0088693_M28A","WP_005457522.1 M28 family peptidase ","Saccharomonospora cyanea","","","M"
"H3_Bulk_40_scaffold_23178_1","MER0088535_S09C","PYQ55390.1 S9 family peptidase, partial ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_40_scaffold_23256_1","MER0335080_M01","ALI37409.1 Aminopeptidase N ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","M"
"H3_Bulk_40_scaffold_23288_1","MER0083702_M28E","PBL02944.1 Zn-dependent exopeptidase ","Armillaria gallica","Basidiomycota","Agaricomycetes","M"
"H3_Bulk_40_scaffold_2335_2","MER0717343_C39","WP_056667978.1 peptidase C39 ","Rhizobacter sp. Root1221","Proteobacteria","Betaproteobacteria","C"
"H3_Bulk_40_scaffold_2339_1","MER0343775_M03A","WP_108471757.1 peptidyl-dipeptidase Dcp ","Rhodanobacter thiooxydans","Proteobacteria","Gammaproteobacteria","M"
"H3_Bulk_40_scaffold_23547_2","MER0967206_S01C","GAK44837.1 protease Do ","Tepidicaulis marinus","Proteobacteria","Alphaproteobacteria","S"
"H3_Bulk_40_scaffold_2366_3","MER0982459_S08A","WP_101950922.1 type VII secretion-associated serine protease mycosin ","Mycobacterium sp. 3519A","Actinobacteria","Actinobacteria","S"
"H3_Bulk_40_scaffold_2429_2","MER0186283_M04","WP_056340406.1 M4 family peptidase ","Massilia sp. Leaf139","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_24323_1","MER1048944_S26A","WP_020717534.1 signal peptidase I ","Acidobacteriaceae bacterium KBS 96","Acidobacteria","Acidobacteriia","S"
"H3_Bulk_40_scaffold_2450_3","MER0251522_M64","WP_047821573.1 MULTISPECIES: peptidase M64 ","Massilia","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_24796_1","MER0065537_M48C","PYS39933.1 peptidase M48 ","Acidobacteria bacterium","Acidobacteria","","M"
"H3_Bulk_40_scaffold_24854_1","MER0065473_M13","WP_106808177.1 M13 family peptidase ","Candidatus Sulfotelmatobacter kueseliae","Acidobacteria","Acidobacteriia","M"
"H3_Bulk_40_scaffold_25_2","MER0996363_S09A","WP_020652344.1 S9 family peptidase ","Massilia niastensis","Proteobacteria","Betaproteobacteria","S"
"H3_Bulk_40_scaffold_281_1","MER0991961_S09B","WP_054266543.1 S9 family peptidase ","Janthinobacterium sp. CG23_2","Proteobacteria","Betaproteobacteria","S"
"H3_Bulk_40_scaffold_2900_1","MER0222684_M04","RBI96600.1 M4 family peptidase, partial ","Micromonospora chalcea","Actinobacteria","Actinobacteria","M"
"H3_Bulk_40_scaffold_3060_3","MER0178978_M04","WP_123489245.1 peptidase M4 family protein ","Granulicella sp. GAS466","Acidobacteria","Acidobacteriia","M"
"H3_Bulk_40_scaffold_32584_2","MER1056526_S41A","WP_007598902.1 S41 family peptidase ","Bradyrhizobium sp. WSM1253","Proteobacteria","Alphaproteobacteria","S"
"H3_Bulk_40_scaffold_3531_1","MER0211898_M41","WP_011959033.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ","Roseiflexus sp. RS-1","Chloroflexi","Chloroflexia","M"
"H3_Bulk_40_scaffold_3622_3","MER0322328_M28D","PYQ58623.1 peptidase M28 family protein ","Acidobacteria bacterium","Acidobacteria","","M"
"H3_Bulk_40_scaffold_3683_1","MER0000325_S08A","GAP90173.1 putative serine protease ","Rosellinia necatrix","Ascomycota","Sordariomycetes","S"
"H3_Bulk_40_scaffold_3811_1","MER0220601_M04","WP_091291365.1 peptidase M4 family protein ","Amycolatopsis xylanica","Actinobacteria","Actinobacteria","M"
"H3_Bulk_40_scaffold_3817_3","MER0065989_S08X","WP_056339680.1 peptidase ","Massilia sp. Leaf139","Proteobacteria","Betaproteobacteria","S"
"H3_Bulk_40_scaffold_3941_2","MER0337274_S41A","WP_008834712.1 S41 family peptidase ","Mesorhizobium alhagi","Proteobacteria","Alphaproteobacteria","S"
"H3_Bulk_40_scaffold_4168_1","MER0229580_S49B","PWU20221.1 signal peptide peptidase SppA ","Verrucomicrobia bacterium","Verrucomicrobia","","S"
"H3_Bulk_40_scaffold_424_6","MER0088776_M24A","WP_076544746.1 MULTISPECIES: type I methionyl aminopeptidase ","Halanaerobium","Firmicutes","Clostridia","M"
"H3_Bulk_40_scaffold_4372_2","MER0308563_M14A","WP_106279239.1 peptidase M14 ","Geodermatophilus tzadiensis","Actinobacteria","Actinobacteria","M"
"H3_Bulk_40_scaffold_4382_1","MER0222684_M04","WP_091194699.1 M4 family peptidase ","Micromonospora narathiwatensis","","","M"
"H3_Bulk_40_scaffold_4404_2","MER0178978_M04","KAK49096.1 peptidase M4 ","Caballeronia jiangsuensis","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_448_4","MER0949501_S11","WP_078035406.1 D-alanyl-D-alanine carboxypeptidase ","Massilia sp. KIM","Proteobacteria","Betaproteobacteria","S"
"H3_Bulk_40_scaffold_4569_3","MER0237756_S41A","WP_006561236.1 S41 family peptidase ","Oscillochloris trichoides","","","S"
"H3_Bulk_40_scaffold_4598_1","MER0283846_S16","AMN42277.1 ATP-dependent protease LA ","Rhodoplanes sp. Z2-YC6860","Proteobacteria","Alphaproteobacteria","S"
"H3_Bulk_40_scaffold_48722_2","MER0297876_S12","OOC05784.1 peptidase ","Amycolatopsis azurea DSM 43854","Actinobacteria","Actinobacteria","S"
"H3_Bulk_40_scaffold_5208_2","MER0178978_M04","WP_053747073.1 peptidase M4 family protein ","Streptomyces sp. NRRL WC-3618","Actinobacteria","Actinobacteria","M"
"H3_Bulk_40_scaffold_527_6","MER0145364_S26A","WP_091873191.1 signal peptidase I ","Massilia yuzhufengensis","Proteobacteria","Betaproteobacteria","S"
"H3_Bulk_40_scaffold_5316_1","MER0068006_S08A","WP_082633963.1 serine protease ","Candidatus Nitrospira inopinata","Nitrospirae","Nitrospira","S"
"H3_Bulk_40_scaffold_5392_1","MER0314634_S53","WP_039402301.1 peptidase S53 ","Microbacterium mangrovi","Actinobacteria","Actinobacteria","S"
"H3_Bulk_40_scaffold_543_1","MER0293368_C01B","PZS18778.1 aminopeptidase ","Pseudonocardiales bacterium","Actinobacteria","Actinobacteria","C"
"H3_Bulk_40_scaffold_5436_2","MER0338428_S41B","WP_011683155.1 peptidase S41 ","Candidatus Solibacter usitatus","Acidobacteria","Acidobacteriia","S"
"H3_Bulk_40_scaffold_5616_1","MER0248475_M10B","WP_007577441.1 peptidase M12 ","Paraburkholderia hospita","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_5706_1","MER0833115_M14A","WP_113781341.1 peptidase M14 ","Geodermatophilus sp. TF02-6","Actinobacteria","Actinobacteria","M"
"H3_Bulk_40_scaffold_596_2","MER0178258_C82A","WP_124893754.1 murein L,D-transpeptidase ","Burkholderia sp. Bp9090","Proteobacteria","Betaproteobacteria","C"
"H3_Bulk_40_scaffold_6_10","MER0072554_M17","WP_026354504.1 leucyl aminopeptidase ","Massilia niastensis","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_6075_2","MER0337173_S41A","WP_114772696.1 S41 family peptidase ","Microvirga subterranea","Proteobacteria","Alphaproteobacteria","S"
"H3_Bulk_40_scaffold_6166_1","MER0129226_S08A","CBM43229.1 serine protease ","uncultured organism","","","S"
"H3_Bulk_40_scaffold_6214_1","MER0320979_M28X","WP_020653569.1 M28 family peptidase ","Massilia niastensis","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_6252_1","MER0989025_S08A","WP_097882969.1 peptidase S8 ","Bacillus toyonensis","Firmicutes","Bacilli","S"
"H3_Bulk_40_scaffold_6503_2","MER0041317_S10","OLC94995.1 peptidase S10 ","Acidobacteria bacterium 13_1_40CM_4_58_4","Acidobacteria","","S"
"H3_Bulk_40_scaffold_66_5","MER0338486_M13","WP_126073656.1 M13 family peptidase ","Massilia sp. SOD","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_666_5","MER0088776_M24A","OLD99452.1 type I methionyl aminopeptidase ","Actinobacteria bacterium 13_1_20CM_4_69_9","Actinobacteria","","M"
"H3_Bulk_40_scaffold_6675_1","MER0283204_S41A","PYQ39728.1 S41 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_40_scaffold_6679_2","MER0381017_S33","WP_056340532.1 prolyl aminopeptidase ","Massilia sp. Leaf139","Proteobacteria","Betaproteobacteria","S"
"H3_Bulk_40_scaffold_6725_1","MER0235882_S41A","PYQ63155.1 S41 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_40_scaffold_6810_1","MER0337173_S41A","WP_009763267.1 S41 family peptidase ","Microvirga lotononidis","Proteobacteria","Alphaproteobacteria","S"
"H3_Bulk_40_scaffold_7402_1","MER0121851_S08A","WP_081807868.1 peptidase S8 ","Geodermatophilaceae bacterium URHA0031","Actinobacteria","Actinobacteria","S"
"H3_Bulk_40_scaffold_7477_1","MER0833115_M14A","WP_011023513.1 carboxypeptidase ","Methanosarcina acetivorans","Euryarchaeota","Methanomicrobia","M"
"H3_Bulk_40_scaffold_755_1","MER0469218_M14B","WP_078034843.1 peptidase M14 ","Massilia sp. KIM","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_78_2","MER1065229_S46","WP_020654136.1 S46 family peptidase ","Massilia niastensis","","","S"
"H3_Bulk_40_scaffold_78_6","MER0105103_S49B","WP_020654675.1 signal peptide peptidase SppA ","Massilia niastensis","Proteobacteria","Betaproteobacteria","S"
"H3_Bulk_40_scaffold_7914_2","MER0349294_M48B","PYR39118.1 zinc metalloprotease HtpX ","Acidobacteria bacterium","Acidobacteria","","M"
"H3_Bulk_40_scaffold_7914_3","MER0058165_M20A","PYR57014.1 peptidase M20 ","Acidobacteria bacterium","Acidobacteria","","M"
"H3_Bulk_40_scaffold_8178_1","MER0247774_M61","WP_020654832.1 M61 family peptidase ","Massilia niastensis","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_8221_1","MER0324238_M43B","WP_083750553.1 zinc metalloprotease ","Kribbella sp. ALI-6-A","Actinobacteria","Actinobacteria","M"
"H3_Bulk_40_scaffold_8835_1","MER0307081_S41A","WP_068030465.1 S41 family peptidase ","Rhodoplanes sp. Z2-YC6860","Proteobacteria","Alphaproteobacteria","S"
"H3_Bulk_40_scaffold_8898_1","MER0488817_S01A","WP_062254934.1 trypsin-like serine protease ","Caballeronia megalochromosomata","","","S"
"H3_Bulk_40_scaffold_9_3","MER0333362_S26A","WP_020653266.1 signal peptidase I ","Massilia niastensis","Proteobacteria","Betaproteobacteria","S"
"H3_Bulk_40_scaffold_9043_1","MER0079155_S09A","PYQ65532.1 S9 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_40_scaffold_9051_2","MER0407575_S01C","KRT70448.1 peptidase S1 and S6, chymotrypsin/Hap ","candidate division NC10 bacterium CSP1-5","candidate division NC10","","S"
"H3_Bulk_40_scaffold_9124_2","MER0127579_S26A","WP_114775024.1 signal peptidase I ","Hymenobacteraceae bacterium SYSU D60016","","","S"
"H3_Bulk_40_scaffold_9351_1","MER0235882_S41A","PYV50467.1 S41 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_40_scaffold_9787_1","MER0977159_S08A","WP_022915074.1 peptidase ","Frankia sp. Iso899","Actinobacteria","Actinobacteria","S"
"H3_Bulk_40_scaffold_9956_2","MER0178978_M04","WP_029338951.1 M4 family peptidase ","Geodermatophilaceae bacterium URHB0048","Actinobacteria","Actinobacteria","M"
"H3_Bulk_40_scaffold_9994_1","MER0220601_M04","WP_106186690.1 M4 family peptidase ","Umezawaea tangerina","Actinobacteria","Actinobacteria","M"
"H3_Bulk_41_scaffold_10033_2","MER0121056_C82B","WP_037019395.1 L,D-transpeptidase ","Rhizobiales bacterium YIM 77505","Proteobacteria","Alphaproteobacteria","C"
"H3_Bulk_41_scaffold_10094_1","MER0128655_M28A","WP_081680577.1 M28 family peptidase ","Cellulomonas sp. URHD0024","Actinobacteria","Actinobacteria","M"
"H3_Bulk_41_scaffold_10111_2","MER0858151_M32","AFU60058.1 thermostable carboxypeptidase 1 ","Candidatus Nitrososphaera gargensis Ga9.2","Thaumarchaeota","Nitrososphaeria","M"
"H3_Bulk_41_scaffold_10461_1","MER0367236_S01A","XP_015194903.1 PREDICTED: transmembrane protease serine 9-like ","Lepisosteus oculatus","Chordata","Actinopteri","S"
"H3_Bulk_41_scaffold_10979_2","MER0065989_S08X","PYQ67748.1 peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_41_scaffold_11058_2","MER0178978_M04","WP_114083461.1 peptidase M4 family protein ","Nostoc sp. ATCC 53789","Cyanobacteria","","M"
"H3_Bulk_41_scaffold_1119_1","MER0334355_M01","XP_013411098.1 glutamyl aminopeptidase ","Lingula anatina","Brachiopoda","Lingulata","M"
"H3_Bulk_41_scaffold_11818_1","MER0132302_M41","WP_028064738.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ","Solirubrobacter soli","Actinobacteria","Thermoleophilia","M"
"H3_Bulk_41_scaffold_11845_1","MER0338392_S41A","PYQ42586.1 peptidase S41 ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_41_scaffold_12119_1","MER0117821_S41A","WP_037020046.1 S41 family peptidase ","Rhizobiales bacterium YIM 77505","Proteobacteria","Alphaproteobacteria","S"
"H3_Bulk_41_scaffold_12193_1","MER0965778_S01B","ALI37324.1 Putative serine protease HtrA ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","S"
"H3_Bulk_41_scaffold_12306_1","MER0187723_S49A","PYR59088.1 signal peptide peptidase SppA ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_41_scaffold_12461_1","MER0887890_M48B","WP_084720382.1 M48 family peptidase ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","M"
"H3_Bulk_41_scaffold_12495_1","MER0858151_M32","WP_061915143.1 carboxypeptidase M32 ","Bellilinea caldifistulae","Chloroflexi","Anaerolineae","M"
"H3_Bulk_41_scaffold_1250_2","MER0246861_S26A","RME44296.1 signal peptidase I ","Chloroflexi bacterium","Chloroflexi","","S"
"H3_Bulk_41_scaffold_12684_1","MER0858151_M32","AFU60058.1 thermostable carboxypeptidase 1 ","Candidatus Nitrososphaera gargensis Ga9.2","Thaumarchaeota","Nitrososphaeria","M"
"H3_Bulk_41_scaffold_13218_1","MER0834321_M14A","WP_095423433.1 peptidase M14 ","Paraburkholderia aromaticivorans","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_41_scaffold_13679_1","MER0243443_S08A","WP_014740525.1 peptidase S8 and S53 subtilisin kexin sedolisin ","Modestobacter marinus","Actinobacteria","Actinobacteria","S"
"H3_Bulk_41_scaffold_13704_3","MER1048944_S26A","OFW10186.1 signal peptidase I ","Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36","Acidobacteria","","S"
"H3_Bulk_41_scaffold_13711_2","MER0065989_S08X","PYQ67748.1 peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_41_scaffold_13766_1","MER0109714_S01C","PYQ82473.1 peptidase S1 ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_41_scaffold_13979_1","MER0283919_S41A","KJB92845.1 peptidase S41 ","Skermanella aerolata KACC 11604","Proteobacteria","Alphaproteobacteria","S"
"H3_Bulk_41_scaffold_13979_2","MER0134401_M23B","KJB92844.1 metallopeptidase ","Skermanella aerolata KACC 11604","Proteobacteria","Alphaproteobacteria","M"
"H3_Bulk_41_scaffold_14152_1","MER0500078_M14A","XP_003386085.1 PREDICTED: carboxypeptidase B-like isoform X1 ","Amphimedon queenslandica","Porifera","Demospongiae","M"
"H3_Bulk_41_scaffold_14426_1","MER0407575_S01C","KRT70448.1 peptidase S1 and S6, chymotrypsin/Hap ","candidate division NC10 bacterium CSP1-5","candidate division NC10","","S"
"H3_Bulk_41_scaffold_14538_1","MER0251229_M03A","OLD32594.1 peptidase M3, partial ","Myxococcales bacterium 13_1_40CM_2_68_15","Proteobacteria","Deltaproteobacteria","M"
"H3_Bulk_41_scaffold_14639_1","MER0178978_M04","WP_008967647.1 peptidase M4 family protein ","Bradyrhizobium sp. STM 3843","Proteobacteria","Alphaproteobacteria","M"
"H3_Bulk_41_scaffold_14745_1","MER0065989_S08X","PYQ67748.1 peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_41_scaffold_14794_1","MER0276767_S08A","WP_020522927.1 S8 family peptidase ","Catelliglobosispora koreensis","Actinobacteria","Actinobacteria","S"
"H3_Bulk_41_scaffold_14885_1","MER0065537_M48C","PYS72208.1 peptidase M48 ","Acidobacteria bacterium","Acidobacteria","","M"
"H3_Bulk_41_scaffold_14954_2","MER0408559_S01C","WP_082840521.1 trypsin-like serine protease ","Gemmata sp. SH-PL17","Planctomycetes","Planctomycetia","S"
"H3_Bulk_41_scaffold_15318_1","MER0337316_S41A","WP_007590590.1 S41 family peptidase ","Bradyrhizobium sp. WSM1253","Proteobacteria","Alphaproteobacteria","S"
"H3_Bulk_41_scaffold_15361_1","MER1014240_S14","WP_028930069.1 ATP-dependent Clp protease proteolytic subunit ","Pseudonocardia asaccharolytica","Actinobacteria","Actinobacteria","S"
"H3_Bulk_41_scaffold_15936_1","MER0250779_M01","ALI37409.1 Aminopeptidase N ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","M"
"H3_Bulk_41_scaffold_16486_1","MER0125509_M24B","PYR91163.1 aminopeptidase P family protein ","Acidobacteria bacterium","Acidobacteria","","M"
"H3_Bulk_41_scaffold_16654_1","MER0052429_S01C","PYR33765.1 protease Do ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_41_scaffold_17280_2","MER0500652_S08A","WP_096674784.1 peptidase S8 ","Fischerella sp. NIES-4106","Cyanobacteria","","S"
"H3_Bulk_41_scaffold_17469_1","MER0035435_M06","WP_111768526.1 M6 family metalloprotease domain-containing protein ","Nakamurella sp. 12Sc4-1","Actinobacteria","Actinobacteria","M"
"H3_Bulk_41_scaffold_17583_2","MER0349294_M48B","PYR19341.1 zinc metalloprotease HtpX ","Acidobacteria bacterium","Acidobacteria","","M"
"H3_Bulk_41_scaffold_17880_1","MER0236327_S08A","WP_119578073.1 S8 family peptidase ","Jishengella sp. AZ1-13","Actinobacteria","Actinobacteria","S"
"H3_Bulk_41_scaffold_1792_1","MER0166178_M28A","PYP02068.1 peptidase M28 ","Gemmatimonadetes bacterium","Gemmatimonadetes","","M"
"H3_Bulk_41_scaffold_18058_2","MER0222041_M19","WP_091438374.1 membrane dipeptidase ","Geodermatophilus poikilotrophus","Actinobacteria","Actinobacteria","M"
"H3_Bulk_41_scaffold_18158_2","MER0130179_M08","WP_014740537.1 peptidase ","Modestobacter marinus","Actinobacteria","Actinobacteria","M"
"H3_Bulk_41_scaffold_18579_1","MER0429501_C14B","WP_018457974.1 MULTISPECIES: peptidase ","Bradyrhizobium","Proteobacteria","Alphaproteobacteria","C"
"H3_Bulk_41_scaffold_19257_1","MER0314634_S53","PYS31383.1 peptidase S53 ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_41_scaffold_19261_2","MER0246861_S26A","PYR91170.1 signal peptidase I ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_41_scaffold_19433_2","MER1015132_S14","WP_027299898.1 ATP-dependent Clp protease proteolytic subunit ","Rhodospirillales bacterium URHD0088","Proteobacteria","Alphaproteobacteria","S"
