transcript_id,MEROPS_id,pid_vs_MEROPS,eval_vs_MEROPS,bitscore_vs_MEROPS,NR_accession,pid_vs_NR,eval_vs_NR,bitscore_vs_NR,NR_besthit,NR_taxonomy
H3_Bulk_41_scaffold_22473_1,MER0065564_M28D,54.1,3.10E-101,367.1,PYR07128.1,64.1,6.30E-121,443.7,PYR07128.1 peptidase M28 ,Acidobacteria bacterium
H3_Bulk_41_scaffold_22851_2,MER0337211_S41A,89,3.70E-151,532.7,WP_074821712.1,95.8,1.50E-158,568.5,WP_074821712.1 MULTISPECIES: S41 family peptidase ,Bradyrhizobium
H3_Bulk_41_scaffold_22930_1,MER0858795_M36,41.6,2.10E-71,268.1,KYF89957.1,43.4,3.70E-71,278.5,"KYF89957.1 peptidase, partial ",Sorangium cellulosum
H3_Bulk_41_scaffold_22957_1,MER0307081_S41A,78.2,2.10E-169,593.6,OJY44337.1,85.8,2.80E-180,641,OJY44337.1 peptidase S41 ,Rhizobiales bacterium 64-17
H3_Bulk_41_scaffold_23009_2,MER0246861_S26A,38,5.00E-20,95.9,PYR91170.1,88,2.60E-67,264.2,PYR91170.1 signal peptidase I ,Acidobacteria bacterium
H3_Bulk_41_scaffold_23019_1,MER0497693_M16B,45.5,6.70E-71,266.2,PYR91000.1,86.5,2.60E-150,541.2,PYR91000.1 peptidase M16 ,Acidobacteria bacterium
H3_Bulk_41_scaffold_23068_1,MER0962725_S01C,63.3,3.80E-100,363.2,OJW21487.1,77.6,3.00E-127,464.5,OJW21487.1 serine protease ,Planctomycetales bacterium 71-10
H3_Bulk_41_scaffold_23140_1,MER0252579_S09X,36.1,5.30E-61,233.4,PYQ75432.1,64.9,1.80E-120,442.2,PYQ75432.1 S9 family peptidase ,Acidobacteria bacterium
H3_Bulk_41_scaffold_23209_1,MER0982895_S08A,46.7,2.10E-79,294.7,RMH39226.1,60.1,1.00E-108,403.3,RMH39226.1 peptidase S8 ,Deltaproteobacteria bacterium
H3_Bulk_41_scaffold_23537_2,MER0289090_M13,49.5,1.60E-56,218,WP_106351056.1,65,2.60E-86,328.2,WP_106351056.1 peptidase M13 ,Antricoccus suffuscus
H3_Bulk_41_scaffold_23712_1,MER0824033_M06,42.5,1.90E-54,211.1,WP_071323256.1,62.9,1.70E-88,335.5,WP_071323256.1 M6 family metalloprotease domain-containing protein ,Janthinobacterium sp. 1_2014MBL_MicDiv
H3_Bulk_41_scaffold_23886_1,MER0178978_M04,47.3,1.20E-68,258.8,PYT29843.1,68.2,3.80E-134,487.6,PYT29843.1 peptidase M4 family protein ,Acidobacteria bacterium
H3_Bulk_41_scaffold_24206_2,MER0088776_M24A,60.8,1.60E-84,311.2,SHN80325.1,93,2.00E-149,538.1,SHN80325.1 methionyl aminopeptidase ,Geodermatophilus obscurus
H3_Bulk_41_scaffold_24254_1,MER0235879_M01,34.1,5.50E-53,206.8,XP_013400083.2,50,9.20E-99,370.2,XP_013400083.2 putative aminopeptidase-2 ,Lingula anatina
H3_Bulk_41_scaffold_24635_1,MER0130045_S08A,55.4,1.30E-81,301.6,PZN67784.1,55.4,2.40E-78,302,PZN67784.1 peptidase S8 ,Sphaerobacter thermophilus
H3_Bulk_41_scaffold_24886_1,MER0834321_M14A,35.6,1.50E-33,142.1,XP_013391836.1,48.5,5.00E-75,291.2,XP_013391836.1 carboxypeptidase B-like ,Lingula anatina
H3_Bulk_41_scaffold_24919_1,MER0235882_S41A,44.8,2.10E-81,301.2,PYQ63155.1,86.8,5.40E-184,653.3,PYQ63155.1 S41 family peptidase ,Acidobacteria bacterium
H3_Bulk_41_scaffold_25085_1,MER0977159_S08A,48.3,2.20E-78,291.2,WP_022915074.1,69.1,1.50E-133,485.7,WP_022915074.1 peptidase ,Frankia sp. Iso899
H3_Bulk_41_scaffold_25582_1,MER0062937_S08A,36.1,5.00E-34,143.7,ACX43954.1,50.3,5.90E-78,300.8,ACX43954.1 cysteine protease 1 ,Brachiaria hybrid cultivar
H3_Bulk_41_scaffold_25596_1,MER0324992_S08A,46.1,1.90E-58,224.9,PZU44414.1,46.1,4.70E-55,224.9,PZU44414.1 serine protease ,Arsenicicoccus sp.
H3_Bulk_41_scaffold_25895_1,MER0178978_M04,47.3,3.10E-61,234.2,WP_014251959.1,59.8,4.30E-106,394.4,WP_014251959.1 MULTISPECIES: M4 family peptidase ,Burkholderia
H3_Bulk_41_scaffold_2590_2,MER0130896_S16,32.6,2.00E-40,165.2,PYO61718.1,73.9,2.80E-149,538.1,"PYO61718.1 ATP-dependent protease, partial ",Gemmatimonadetes bacterium
H3_Bulk_41_scaffold_26218_1,MER0088776_M24A,62,2.60E-87,320.5,SNX95688.1,91.6,2.30E-142,514.6,SNX95688.1 methionyl aminopeptidase ,Geodermatophilus sabuli
H3_Bulk_41_scaffold_26451_2,MER1048944_S26A,35.3,3.90E-28,123.6,PYQ68881.1,87.6,9.00E-116,426,PYQ68881.1 signal peptidase I ,Acidobacteria bacterium
H3_Bulk_41_scaffold_26719_1,MER0970286_S08A,57,1.40E-72,271.6,KPL70835.1,57.1,5.20E-78,300.8,KPL70835.1 peptidase S8 ,Bellilinea caldifistulae
H3_Bulk_41_scaffold_26798_2,MER0096899_S14,27.6,1.30E-09,62,SNR52713.1,93.4,6.90E-107,396.4,"SNR52713.1 ATP-dependent Clp protease, protease subunit ",Blastococcus sp. DSM 44272
H3_Bulk_41_scaffold_26939_1,MER0490711_S10,50.2,4.30E-87,320.1,PYQ28357.1,69.7,4.80E-129,470.7,PYQ28357.1 peptidase S10 ,Acidobacteria bacterium
H3_Bulk_41_scaffold_27371_1,MER0145364_S26A,33,4.10E-21,100.5,WP_074814106.1,96.4,4.10E-141,510.4,WP_074814106.1 MULTISPECIES: signal peptidase I ,Bradyrhizobium
H3_Bulk_41_scaffold_27540_1,MER0428736_C01A,32,1.00E-23,109.4,RJQ55716.1,67.9,6.20E-128,466.8,RJQ55716.1 cysteine protease ,Nitrospiraceae bacterium
H3_Bulk_41_scaffold_28233_1,MER0174550_S41B,80.4,3.60E-98,356.3,RPJ71002.1,86.8,8.00E-109,402.9,RPJ71002.1 protease ,Acidobacteria bacterium
H3_Bulk_41_scaffold_28438_1,MER0428736_C01A,31.2,1.10E-22,105.9,RJQ55716.1,62.2,3.00E-106,394.8,RJQ55716.1 cysteine protease ,Nitrospiraceae bacterium
H3_Bulk_41_scaffold_28992_1,MER0079155_S09A,54.9,1.60E-107,387.9,PYQ65532.1,91,5.10E-184,653.3,PYQ65532.1 S9 family peptidase ,Acidobacteria bacterium
H3_Bulk_41_scaffold_29387_1,MER0086007_S08A,70.4,9.20E-143,505,WP_084557964.1,80.7,4.20E-162,580.5,WP_084557964.1 peptidase S8 ,Hamadaea tsunoensis
H3_Bulk_41_scaffold_29420_1,MER0249927_A08,45.1,3.60E-25,114,PYR89848.1,90.4,5.70E-82,313.9,PYR89848.1 signal peptidase II ,Acidobacteria bacterium
H3_Bulk_41_scaffold_29546_1,MER0462809_C82B,79.6,2.60E-85,313.5,WP_108515603.1,94.7,1.50E-104,388.7,"WP_108515603.1 L,D-transpeptidase ",Bradyrhizobium algeriense
H3_Bulk_41_scaffold_29671_1,MER0087451_M23B,50,4.60E-34,143.7,PYT19491.1,58.6,8.40E-95,356.7,PYT19491.1 M23 family peptidase ,Acidobacteria bacterium
H3_Bulk_41_scaffold_29817_1,MER0132850_S53,75.2,4.90E-127,452.6,WP_122193450.1,74.4,2.80E-125,458,WP_122193450.1 peptidase S8 ,Actinomadura sp. NEAU-Ht49
H3_Bulk_41_scaffold_29915_2,MER0297030_M04,47.6,1.70E-56,218,WP_096728742.1,60.5,1.00E-80,309.7,WP_096728742.1 peptidase M4 family protein ,Nostoc carneum
H3_Bulk_41_scaffold_30716_2,MER0178978_M04,47.5,2.30E-57,221.1,KAK49096.1,72.8,2.50E-94,355.1,KAK49096.1 peptidase M4 ,Caballeronia jiangsuensis
H3_Bulk_41_scaffold_30990_1,MER0283919_S41A,59,8.10E-89,325.5,OJU10473.1,69.1,2.00E-106,395.2,OJU10473.1 peptidase S41 ,Alphaproteobacteria bacterium 64-11
H3_Bulk_41_scaffold_31448_1,MER0062937_S08A,30.3,5.40E-28,123.6,ACX43954.1,56.8,1.00E-85,326.6,ACX43954.1 cysteine protease 1 ,Brachiaria hybrid cultivar
H3_Bulk_41_scaffold_31494_1,MER0703729_C01A,34.8,3.30E-24,110.9,WP_090480403.1,65.8,3.60E-98,367.9,WP_090480403.1 peptidase ,Nakamurella panacisegetis
H3_Bulk_41_scaffold_3452_2,MER0198022_M28C,33.5,9.90E-22,102.4,ALI34896.1,55.1,2.10E-59,238.8,ALI34896.1 Bacterial leucyl aminopeptidase precursor ,Candidatus Nitrosocosmicus oleophilus
H3_Bulk_41_scaffold_3541_1,MER0014673_M41,71.9,2.10E-260,896.7,WP_094921938.1,89.2,0,1165.2,WP_094921938.1 ATP-dependent zinc metalloprotease FtsH ,Pseudonocardia sp. MH-G8
H3_Bulk_41_scaffold_3923_2,MER0504184_S41A,36.2,2.00E-29,127.9,CCO07586.1,41.3,7.70E-32,147.1,"CCO07586.1 C-terminal processing peptidase-3, Serine peptidase, MEROPS family S41A ",Desulfotomaculum hydrothermale Lam5 = DSM 18033
H3_Bulk_41_scaffold_3996_1,MER0389902_S53,35.1,2.60E-57,221.9,WP_062256558.1,45.8,6.30E-94,354.8,WP_062256558.1 peptidase S53 ,Caballeronia megalochromosomata
H3_Bulk_41_scaffold_4408_2,MER0017427_S10,57.1,4.20E-166,583.2,WP_028212838.1,68.2,1.60E-216,761.9,WP_028212838.1 peptidase S1 ,Paraburkholderia mimosarum
H3_Bulk_41_scaffold_4811_5,MER0395481_M24A,44,1.20E-54,211.8,RPH55766.1,83.6,1.00E-117,432.6,RPH55766.1 type I methionyl aminopeptidase ,bacterium
H3_Bulk_41_scaffold_4819_1,MER0229580_S49B,39.7,7.80E-92,336.7,PWU20221.1,59.7,8.50E-198,699.9,PWU20221.1 signal peptide peptidase SppA ,Verrucomicrobia bacterium
H3_Bulk_41_scaffold_4891_1,MER0231870_M30,47.7,8.20E-161,565.8,WP_121194208.1,53.9,1.30E-188,669.5,WP_121194208.1 peptidase M6 ,Motilibacter peucedani
H3_Bulk_41_scaffold_5043_1,MER0065473_M13,45.6,2.40E-103,374.4,PYX68471.1,81.5,5.40E-218,766.5,"PYX68471.1 M13 family peptidase, partial ",Acidobacteria bacterium
H3_Bulk_41_scaffold_50467_1,MER0127579_S26A,36.9,1.90E-17,88.2,SDS20982.1,81.5,3.30E-105,391,SDS20982.1 signal peptidase I Serine peptidase. MEROPS family S26A ,Friedmanniella luteola
H3_Bulk_41_scaffold_5055_2,MER0308514_M14A,34.1,3.00E-20,98.2,WP_106279239.1,80.1,4.00E-188,667.2,WP_106279239.1 peptidase M14 ,Geodermatophilus tzadiensis
H3_Bulk_41_scaffold_5286_1,MER0063329_M01,29.1,1.60E-44,179.5,ALI37409.1,44.7,2.10E-143,519.2,ALI37409.1 Aminopeptidase N ,Candidatus Nitrosocosmicus oleophilus
H3_Bulk_41_scaffold_5499_1,MER0337792_S41A,41.3,3.40E-84,310.8,PYR38889.1,87.2,2.00E-228,801.2,PYR38889.1 S41 family peptidase ,Acidobacteria bacterium
H3_Bulk_41_scaffold_6030_2,MER0338430_S41B,56.2,4.80E-104,376.3,OFW07445.1,78.5,1.50E-148,535.4,OFW07445.1 protease ,Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36
H3_Bulk_41_scaffold_6039_2,MER0283919_S41A,69,8.50E-136,482.3,WP_027300404.1,70.6,7.20E-170,606.7,WP_027300404.1 S41 family peptidase ,Rhodospirillales bacterium URHD0088
H3_Bulk_41_scaffold_6251_1,MER0296331_M48B,43.2,1.10E-38,158.7,WP_028059199.1,84.9,1.90E-92,348.6,WP_028059199.1 zinc metalloprotease HtpX ,Solirubrobacter sp. URHD0082
H3_Bulk_41_scaffold_6391_1,MER0075763_M17,44.3,1.10E-72,272.3,RMH44019.1,63.8,4.10E-126,461.1,RMH44019.1 leucyl aminopeptidase ,Deltaproteobacteria bacterium
H3_Bulk_41_scaffold_6412_2,MER1046987_S26A,32.9,5.20E-29,127.1,WP_101370308.1,66.3,5.20E-104,387.5,WP_101370308.1 signal peptidase I ,Plantactinospora sp. CNZ320
H3_Bulk_41_scaffold_6427_2,MER0391862_M16B,41.8,7.70E-89,326.2,PYR91510.1,76,8.80E-184,652.9,PYR91510.1 peptidase M16 ,Acidobacteria bacterium
H3_Bulk_41_scaffold_6458_1,MER0117120_S41A,81.8,6.80E-207,718.4,WP_037020046.1,85.6,5.10E-213,750,WP_037020046.1 S41 family peptidase ,Rhizobiales bacterium YIM 77505
H3_Bulk_41_scaffold_6482_1,MER0314634_S53,33.7,1.80E-47,188.7,WP_023172514.1,49.9,1.80E-111,412.5,WP_023172514.1 peptidase S53 propeptide ,Gloeobacter kilaueensis
H3_Bulk_41_scaffold_6514_1,MER0211350_S01C,46,6.50E-80,297,ALI36470.1,57.1,8.20E-150,540.4,ALI36470.1 Putative serine protease HhoA precursor ,Candidatus Nitrosocosmicus oleophilus
H3_Bulk_41_scaffold_6557_1,MER0337792_S41A,40.4,4.00E-100,364,PYR49034.1,86.4,4.00E-276,959.9,PYR49034.1 S41 family peptidase ,Acidobacteria bacterium
H3_Bulk_41_scaffold_665_1,MER0463215_C82B,64.1,1.00E-76,285,SDR61394.1,68.5,9.50E-81,309.7,"SDR61394.1 L,D-transpeptidase catalytic domain ",Rhizobiales bacterium GAS113
H3_Bulk_41_scaffold_6832_1,MER0497693_M16B,45.5,9.20E-92,335.9,AAP58493.1,89,2.90E-213,750.7,AAP58493.1 putative protease ,uncultured Acidobacteria bacterium
H3_Bulk_41_scaffold_6863_1,MER0190265_M28A,39.5,9.80E-67,253.1,WP_116176054.1,65.7,4.30E-190,674.1,WP_116176054.1 M28 family peptidase ,Kutzneria buriramensis
H3_Bulk_41_scaffold_6878_2,MER0833115_M14A,39.2,1.10E-56,219.2,WP_072919915.1,88.2,6.00E-194,686.4,WP_072919915.1 peptidase M14 ,Geodermatophilus obscurus
H3_Bulk_41_scaffold_7345_1,MER0984347_S08A,39.8,1.80E-95,348.6,WP_114797225.1,47.5,1.10E-124,456.8,WP_114797225.1 peptidase S8 and S53 subtilisin kexin sedolisin ,Gaiella occulta
H3_Bulk_41_scaffold_7405_1,MER0962725_S01C,61,5.60E-168,589.3,OJW21487.1,63.1,1.20E-173,619.4,OJW21487.1 serine protease ,Planctomycetales bacterium 71-10
H3_Bulk_41_scaffold_7754_2,MER0307081_S41A,78.2,3.10E-199,693,WP_115693009.1,83.1,5.30E-210,740,WP_115693009.1 S41 family peptidase ,Pseudolabrys taiwanensis
H3_Bulk_41_scaffold_7844_1,MER0408245_S01C,65.6,8.30E-177,618.6,OLB70704.1,74.5,3.70E-199,704.1,OLB70704.1 serine protease ,Alphaproteobacteria bacterium 13_2_20CM_2_64_7
H3_Bulk_41_scaffold_8005_2,MER0349294_M48B,54.5,6.80E-72,269.2,PYR39118.1,86,1.60E-124,455.3,PYR39118.1 zinc metalloprotease HtpX ,Acidobacteria bacterium
H3_Bulk_41_scaffold_8031_1,MER0962725_S01C,63.2,4.90E-172,602.8,OJW21487.1,61.8,8.30E-170,606.7,OJW21487.1 serine protease ,Planctomycetales bacterium 71-10
H3_Bulk_41_scaffold_8401_2,MER0127579_S26A,42.9,1.10E-31,135.6,WP_056542434.1,63.4,3.80E-75,291.2,WP_056542434.1 signal peptidase I ,Marmoricola sp. Leaf446
H3_Bulk_41_scaffold_8531_1,MER0337755_S41A,72,6.20E-187,652.1,WP_013902419.1,87.6,1.50E-215,758.4,WP_013902419.1 S41 family peptidase ,Ramlibacter tataouinensis
H3_Bulk_41_scaffold_8565_3,MER0065989_S08X,59.9,7.20E-39,158.7,WP_091669222.1,78.7,1.60E-52,215.3,WP_091669222.1 peptidase ,Massilia sp. PDC64
H3_Bulk_41_scaffold_8739_1,MER0283204_S41A,52.5,4.10E-150,530,WP_020721513.1,64.4,7.30E-206,726.5,WP_020721513.1 S41 family peptidase ,Acidobacteriaceae bacterium KBS 96
H3_Bulk_41_scaffold_8805_1,MER0115693_S53,29.7,2.30E-38,158.7,WP_012406105.1,62.9,8.10E-175,623.2,WP_012406105.1 peptidase S53 ,Paraburkholderia phymatum
H3_Bulk_41_scaffold_8829_1,MER0337173_S41A,87.6,1.70E-211,733.8,WP_114772696.1,87.1,6.60E-211,743,WP_114772696.1 S41 family peptidase ,Microvirga subterranea
H3_Bulk_41_scaffold_9013_2,MER0296331_M48B,40.1,1.50E-40,165.2,WP_028059199.1,81.3,9.10E-113,416.4,WP_028059199.1 zinc metalloprotease HtpX ,Solirubrobacter sp. URHD0082
H3_Bulk_41_scaffold_9693_1,MER0325818_S09A,67.2,4.60E-165,579.3,RPI61943.1,77.7,6.90E-188,666.4,"RPI61943.1 S9 family peptidase, partial ",Xanthomonadales bacterium
H3_Bulk_41_scaffold_9895_1,MER0072554_M17,35.2,9.20E-83,306.2,ALI36169.1,62.3,8.80E-169,603.2,ALI36169.1 Cytosol aminopeptidase ,Candidatus Nitrosocosmicus oleophilus
H3_Bulk_41_scaffold_9900_2,MER0113297_M13,68,1.90E-120,430.6,PYS34427.1,71.4,1.10E-123,452.6,PYS34427.1 peptidase M13 ,Acidobacteria bacterium
H3_Bulk_41_scaffold_9928_2,MER0087329_C14B,31.3,4.60E-11,67,OAI38725.1,54.4,2.40E-63,251.9,OAI38725.1 peptidase C14 ,bacterium SCGC AG-212-C10
H3_Bulk_41_scaffold_9957_1,MER0337211_S41A,78.3,8.50E-194,674.9,WP_115693009.1,83.7,1.10E-204,722.2,WP_115693009.1 S41 family peptidase ,Pseudolabrys taiwanensis
H3_Bulk_42_scaffold_10087_1,MER0216396_S01X,50,5.80E-30,129.8,WP_011556284.1,41.8,6.80E-21,110.9,WP_011556284.1 trypsin-like serine protease ,Myxococcus xanthus
H3_Bulk_42_scaffold_1035_1,MER0186216_M04,39.7,7.70E-136,483,WP_026852196.1,50.8,8.60E-186,660.2,WP_026852196.1 M4 family peptidase ,Geothrix fermentans
H3_Bulk_42_scaffold_10580_2,MER0334064_S26A,43.5,7.80E-35,146,WP_082590433.1,57.7,1.60E-67,265.8,WP_082590433.1 signal peptidase I ,Phycicoccus sp. Soil748
H3_Bulk_42_scaffold_11124_1,MER0133428_S15,25.3,1.00E-29,129.8,XP_013759581.1,35,1.70E-67,266.5,XP_013759581.1 X-Pro dipeptidyl-peptidase domain-containing protein ,Thecamonas trahens ATCC 50062
H3_Bulk_42_scaffold_1120_1,MER0937132_M79,54.9,2.60E-22,103.2,WP_109130028.1,73.4,1.40E-34,155.2,WP_109130028.1 CPBP family intramembrane metalloprotease ,Cellulomonas sp. WB94
H3_Bulk_42_scaffold_12098_1,MER0428736_C01A,32.1,3.20E-22,104.4,PYX75059.1,65.4,1.00E-111,412.9,PYX75059.1 cysteine protease ,Acidobacteria bacterium
H3_Bulk_42_scaffold_12298_2,MER0288920_S26A,33,8.20E-11,66.6,WP_119323726.1,36.8,1.80E-32,149.8,WP_119323726.1 signal peptidase I ,Capsulimonas corticalis
H3_Bulk_42_scaffold_12847_2,MER0178978_M04,47.5,4.60E-52,203.4,WP_029338951.1,84.3,1.10E-131,479.2,WP_029338951.1 M4 family peptidase ,Geodermatophilaceae bacterium URHB0048
H3_Bulk_42_scaffold_12869_1,MER0248684_M10B,31.7,1.10E-19,95.9,PYR96929.1,69.5,8.20E-103,383.3,PYR96929.1 peptidase M12 ,Acidobacteria bacterium
H3_Bulk_42_scaffold_12957_2,MER1048944_S26A,39,1.50E-27,121.7,PYR92961.1,93.9,3.70E-125,457.2,PYR92961.1 signal peptidase I ,Acidobacteria bacterium
H3_Bulk_42_scaffold_13025_1,MER0462804_C82A,42.1,1.50E-64,245.4,PWT88767.1,58.4,7.30E-97,364,"PWT88767.1 L,D-transpeptidase ",Proteobacteria bacterium
H3_Bulk_42_scaffold_13077_1,MER0132850_S53,57.1,6.60E-108,389.4,WP_109947982.1,58.6,2.20E-114,422.2,WP_109947982.1 peptidase S8 ,Micromonospora globispora
H3_Bulk_42_scaffold_13838_1,MER0252110_S09C,34.9,1.00E-47,189.5,WP_093555558.1,32.6,2.90E-45,192.6,WP_093555558.1 S9 family peptidase ,Massilia namucuonensis
H3_Bulk_42_scaffold_14678_1,MER0072554_M17,43.8,2.30E-73,274.6,WP_084299883.1,74.1,1.50E-155,558.9,WP_084299883.1 leucyl aminopeptidase ,Chitinimonas koreensis
H3_Bulk_42_scaffold_15362_2,MER0337211_S41A,82.7,2.70E-203,706.4,WP_035982650.1,89.8,1.60E-222,781.6,WP_035982650.1 S41 family peptidase ,Bradyrhizobium sp. STM 3843
H3_Bulk_42_scaffold_15409_1,MER0250707_S01D,32.3,2.10E-15,82,WP_120013926.1,31.3,1.00E-12,84.3,WP_120013926.1 serine protease ,Mesorhizobium waimense
H3_Bulk_42_scaffold_1541_4,MER0308563_M14A,30.9,7.40E-19,93.2,WP_106279239.1,80.8,5.20E-132,480.3,WP_106279239.1 peptidase M14 ,Geodermatophilus tzadiensis
H3_Bulk_42_scaffold_15997_1,MER0117821_S41A,74.5,6.60E-158,555.4,WP_037020046.1,78.6,6.70E-161,576.6,WP_037020046.1 S41 family peptidase ,Rhizobiales bacterium YIM 77505
H3_Bulk_42_scaffold_16117_1,MER0428736_C01A,33.1,7.10E-28,123.2,WP_012507761.1,62.3,1.20E-105,392.9,WP_012507761.1 cysteine protease ,Pelodictyon phaeoclathratiforme
H3_Bulk_42_scaffold_16162_1,MER0306556_S41A,81.8,8.90E-179,624.8,WP_068030465.1,93.5,2.80E-199,704.1,WP_068030465.1 S41 family peptidase ,Rhodoplanes sp. Z2-YC6860
H3_Bulk_42_scaffold_16165_1,MER0051195_S53,32.7,1.80E-27,122.1,PRP80058.1,65.4,1.40E-131,479.2,PRP80058.1 tripeptidyl peptidase I precursor ,Planoprotostelium fungivorum
H3_Bulk_42_scaffold_16180_1,MER0086007_S08A,40.7,2.90E-60,231.1,ODN02581.1,42.3,1.20E-69,273.5,ODN02581.1 Bacillopeptidase F ,Orchesella cincta
H3_Bulk_42_scaffold_16594_1,MER0935769_M79,38.4,2.50E-11,68.2,WP_034804001.1,61.5,5.40E-81,310.8,WP_034804001.1 CPBP family intramembrane metalloprotease ,Intrasporangium oryzae
H3_Bulk_42_scaffold_16755_2,MER0127579_S26A,35.8,4.80E-10,63.2,SDS20982.1,78,4.80E-69,270.4,SDS20982.1 signal peptidase I Serine peptidase. MEROPS family S26A ,Friedmanniella luteola
H3_Bulk_42_scaffold_17059_1,MER0250521_S01C,56.7,9.10E-101,365.5,OLB72848.1,74.3,5.00E-142,513.8,OLB72848.1 serine peptidase ,Alphaproteobacteria bacterium 13_2_20CM_2_64_7
H3_Bulk_42_scaffold_17210_1,MER0407412_S01C,54.2,4.40E-98,356.7,OLB72848.1,82.4,4.00E-158,567.4,OLB72848.1 serine peptidase ,Alphaproteobacteria bacterium 13_2_20CM_2_64_7
H3_Bulk_42_scaffold_17219_1,MER0188570_M14A,36.1,4.00E-43,174.1,XP_013401045.1,50.3,3.10E-94,355.1,XP_013401045.1 carboxypeptidase B-like ,Lingula anatina
H3_Bulk_42_scaffold_17720_1,MER1014656_S49C,29.4,8.00E-07,52.8,WP_014431974.1,79.4,9.10E-94,352.8,WP_014431974.1 ATP-dependent Clp protease proteolytic subunit ,Caldilinea aerophila
H3_Bulk_42_scaffold_17776_1,MER0306369_M56,30.2,1.30E-13,75.5,WP_072835759.1,70.2,2.00E-94,355.1,WP_072835759.1 M56 family metallopeptidase ,Flavisolibacter ginsengisoli
H3_Bulk_42_scaffold_18682_1,MER1079197_S54,34.4,1.10E-20,98.6,WP_096459357.1,60.6,4.10E-61,244.2,WP_096459357.1 rhomboid family intramembrane serine protease ,Sulfurifustis variabilis
H3_Bulk_42_scaffold_19102_1,MER0062937_S08A,33.4,5.50E-33,140.2,ACX43954.1,54.4,1.80E-82,315.8,ACX43954.1 cysteine protease 1 ,Brachiaria hybrid cultivar
H3_Bulk_42_scaffold_19413_1,MER0337173_S41A,91.7,3.30E-180,629.4,WP_114772696.1,93.4,1.00E-179,639,WP_114772696.1 S41 family peptidase ,Microvirga subterranea
H3_Bulk_42_scaffold_19673_1,MER0088776_M24A,58.8,2.30E-83,307.4,SOD94073.1,90.5,2.40E-147,531.2,"SOD94073.1 methionine aminopeptidase, type I ",Blastococcus sp. DSM 44270
H3_Bulk_42_scaffold_19781_1,MER0161527_S26A,31.9,2.60E-16,84.7,OLB74539.1,75.4,4.80E-125,457.2,OLB74539.1 signal peptidase I ,Alphaproteobacteria bacterium 13_2_20CM_2_64_7
H3_Bulk_42_scaffold_19818_1,MER0105192_S41A,49.2,4.40E-86,316.6,WP_015248549.1,73.7,5.60E-140,506.9,WP_015248549.1 S41 family peptidase ,Singulisphaera acidiphila
H3_Bulk_42_scaffold_19986_1,MER0407017_S01C,59.6,7.60E-100,362.5,OFX02189.1,86.6,2.00E-151,545,OFX02189.1 serine protease ,Alphaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_66_14
H3_Bulk_42_scaffold_20739_1,MER1094766_T02,55.8,7.40E-93,339,PYQ59406.1,94.9,1.60E-157,565.1,PYQ59406.1 beta-aspartyl-peptidase ,Acidobacteria bacterium
H3_Bulk_42_scaffold_20741_2,MER0243443_S08A,38.7,2.90E-14,77.4,WP_014740525.1,55.8,6.50E-49,203.8,WP_014740525.1 peptidase S8 and S53 subtilisin kexin sedolisin ,Modestobacter marinus
H3_Bulk_42_scaffold_21494_2,MER0129123_M50B,43.8,4.50E-13,72.4,WP_090956020.1,85.6,2.50E-38,167.5,WP_090956020.1 site-2 protease family protein ,Arthrobacter sp. ov118
H3_Bulk_42_scaffold_21518_2,MER0088776_M24A,60,1.40E-83,308.1,SOD94073.1,90.2,1.70E-145,525,"SOD94073.1 methionine aminopeptidase, type I ",Blastococcus sp. DSM 44270
H3_Bulk_42_scaffold_21855_3,MER0200626_M24B,50,1.30E-22,104,WP_034607905.1,70.3,2.10E-31,144.4,WP_034607905.1 M24 family metallopeptidase ,Chitinimonas koreensis
H3_Bulk_42_scaffold_21929_1,MER0061775_C82A,54.8,7.60E-97,352.4,WP_081914183.1,61.6,2.60E-111,411.8,"WP_081914183.1 murein L,D-transpeptidase ",Rhizobiales bacterium YIM 77505
H3_Bulk_42_scaffold_22548_3,MER0935769_M79,33.3,8.10E-05,46.2,WP_043608410.1,66.1,7.80E-59,236.9,WP_043608410.1 CPBP family intramembrane metalloprotease ,Cellulomonas carbonis
H3_Bulk_42_scaffold_23015_1,MER0283204_S41A,44.2,2.90E-63,240.7,PYR19919.1,86.3,8.50E-154,552.7,PYR19919.1 S41 family peptidase ,Acidobacteria bacterium
H3_Bulk_42_scaffold_23109_1,MER0186082_M02,76.8,1.00E-78,291.2,PYQ59222.1,95.2,6.90E-94,352.8,"PYQ59222.1 peptidyl-dipeptidase, partial ",Acidobacteria bacterium
H3_Bulk_42_scaffold_23784_1,MER0062937_S08A,34.2,3.00E-34,144.4,ACX43954.1,51,4.90E-80,307.8,ACX43954.1 cysteine protease 1 ,Brachiaria hybrid cultivar
H3_Bulk_42_scaffold_2431_1,MER0100619_M41,61.2,3.20E-210,729.9,WP_104522353.1,76,2.70E-268,934.1,WP_104522353.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ,Rhodopila globiformis
H3_Bulk_42_scaffold_24508_3,MER0251019_M24A,48.4,4.10E-47,186.4,PYQ65975.1,99,4.10E-106,393.7,PYQ65975.1 type I methionyl aminopeptidase ,Acidobacteria bacterium
